Дата,Год,Год-мес,точка,бренд,товар,Количество,Продажи,Себестоимость
2021-08-01,2021,202108,на Гоголя,Babidas,BA ai-2960,39,230841,70200.0
2021-09-01,2021,202109,на Гоголя,Babidas,BA ai-2960,41,215537,73800.0
2021-10-01,2021,202110,на Гоголя,Babidas,BA ai-2960,34,191726,61200.0
2021-11-01,2021,202111,на Гоголя,Babidas,BA ai-2960,24,131856,43200.0
2021-12-01,2021,202112,на Гоголя,Babidas,BA ai-2960,29,145783,52200.0
2022-01-01,2022,202201,на Гоголя,Babidas,BA ai-2960,43,255807,77400.0
2022-02-01,2022,202202,на Гоголя,Babidas,BA ai-2960,27,154386,48600.0
2022-03-01,2022,202203,на Гоголя,Babidas,BA ai-2960,22,106458,39600.0
2022-04-01,2022,202204,на Гоголя,Babidas,BA ai-2960,40,264040,72000.0
2022-05-01,2022,202205,на Гоголя,Babidas,BA ai-2960,51,306255,91800.0
2022-06-01,2022,202206,на Гоголя,Babidas,BA ai-2960,48,282672,86400.0
2022-07-01,2022,202207,на Гоголя,Babidas,BA ai-2960,51,206193,91800.0
2022-08-01,2022,202208,на Гоголя,Babidas,BA ai-2960,43,222869,77400.0
2022-09-01,2022,202209,на Гоголя,Babidas,BA ai-2960,45,232425,81000.0
2022-10-01,2022,202210,на Гоголя,Babidas,BA ai-2960,37,212713,66600.0
2022-11-01,2022,202211,на Гоголя,Babidas,BA ai-2960,27,140265,48600.0
2022-12-01,2022,202212,на Гоголя,Babidas,BA ai-2960,32,153728,57600.0
2021-01-01,2021,202101,на Гоголя,Asic,AS air-7520,26,944580,536900.0
2021-02-01,2021,202102,на Гоголя,Asic,AS air-7520,17,629510,351050.0
2021-03-01,2021,202103,на Гоголя,Asic,AS air-7520,13,466375,268450.0
2021-04-01,2021,202104,на Гоголя,Asic,AS air-7520,25,921150,516250.0
2021-05-01,2021,202105,на Гоголя,Asic,AS air-7520,31,1141637,640150.0
2021-06-01,2021,202106,на Гоголя,Asic,AS air-7520,29,1064561,598850.0
2021-07-01,2021,202107,на Гоголя,Asic,AS air-7520,31,1071143,640150.0
2021-08-01,2021,202108,на Гоголя,Asic,AS air-7520,26,930826,536900.0
2021-09-01,2021,202109,на Гоголя,Asic,AS air-7520,28,1016736,578200.0
2021-10-01,2021,202110,на Гоголя,Asic,AS air-7520,23,830461,474950.0
2021-11-01,2021,202111,на Гоголя,Asic,AS air-7520,17,620024,351050.0
2021-12-01,2021,202112,на Гоголя,Asic,AS air-7520,20,703220,413000.0
2022-01-01,2022,202201,на Гоголя,Asic,AS air-7520,29,1043942,598850.0
2022-02-01,2022,202202,на Гоголя,Asic,AS air-7520,18,653112,371700.0
2022-03-01,2022,202203,на Гоголя,Asic,AS air-7520,15,537870,309750.0
2022-04-01,2022,202204,на Гоголя,Asic,AS air-7520,27,990657,557550.0
2022-05-01,2022,202205,на Гоголя,Asic,AS air-7520,34,1250860,702100.0
2022-06-01,2022,202206,на Гоголя,Asic,AS air-7520,32,1147520,660800.0
2022-07-01,2022,202207,на Гоголя,Asic,AS air-7520,34,1170518,702100.0
2022-08-01,2022,202208,на Гоголя,Asic,AS air-7520,29,1050873,598850.0
2022-09-01,2022,202209,на Гоголя,Asic,AS air-7520,31,1114233,640150.0
2022-10-01,2022,202210,на Гоголя,Asic,AS air-7520,25,910775,516250.0
2022-11-01,2022,202211,на Гоголя,Asic,AS air-7520,18,649080,371700.0
2022-12-01,2022,202212,на Гоголя,Asic,AS air-7520,22,782188,454300.0
2021-01-01,2021,202101,на Гоголя,Asic,AS grou-3318,21,689598,329280.0
2021-02-01,2021,202102,на Гоголя,Asic,AS grou-3318,13,434070,203840.0
2021-03-01,2021,202103,на Гоголя,Asic,AS grou-3318,11,362868,172480.0
2021-04-01,2021,202104,на Гоголя,Asic,AS grou-3318,20,678660,313600.0
2021-05-01,2021,202105,на Гоголя,Asic,AS grou-3318,25,843400,392000.0
2021-06-01,2021,202106,на Гоголя,Asic,AS grou-3318,24,808008,376320.0
2021-07-01,2021,202107,на Гоголя,Asic,AS grou-3318,25,808150,392000.0
2021-08-01,2021,202108,на Гоголя,Asic,AS grou-3318,21,683613,329280.0
2021-09-01,2021,202109,на Гоголя,Asic,AS grou-3318,22,712206,344960.0
2021-10-01,2021,202110,на Гоголя,Asic,AS grou-3318,19,637260,297920.0
2021-11-01,2021,202111,на Гоголя,Asic,AS grou-3318,13,431717,203840.0
2021-12-01,2021,202112,на Гоголя,Asic,AS grou-3318,16,524672,250880.0
2022-01-01,2022,202201,на Гоголя,Asic,AS grou-3318,23,752606,360640.0
2022-02-01,2022,202202,на Гоголя,Asic,AS grou-3318,15,510765,235200.0
2022-03-01,2022,202203,на Гоголя,Asic,AS grou-3318,12,397752,188160.0
2022-04-01,2022,202204,на Гоголя,Asic,AS grou-3318,22,754622,344960.0
2022-05-01,2022,202205,на Гоголя,Asic,AS grou-3318,27,909846,423360.0
2022-06-01,2022,202206,на Гоголя,Asic,AS grou-3318,26,874666,407680.0
2022-07-01,2022,202207,на Гоголя,Asic,AS grou-3318,27,850554,423360.0
2022-08-01,2022,202208,на Гоголя,Asic,AS grou-3318,23,741336,360640.0
2022-09-01,2022,202209,на Гоголя,Asic,AS grou-3318,25,834500,392000.0
2022-10-01,2022,202210,на Гоголя,Asic,AS grou-3318,20,658080,313600.0
2022-11-01,2022,202211,на Гоголя,Asic,AS grou-3318,15,499800,235200.0
2022-12-01,2022,202212,на Гоголя,Asic,AS grou-3318,18,587916,282240.0
2021-01-01,2021,202101,на Гоголя,Asic,AS gre-2748,24,1031256,433440.0
2021-02-01,2021,202102,на Гоголя,Asic,AS gre-2748,15,656550,270900.0
2021-03-01,2021,202103,на Гоголя,Asic,AS gre-2748,12,516312,216720.0
2021-04-01,2021,202104,на Гоголя,Asic,AS gre-2748,22,953964,397320.0
2021-05-01,2021,202105,на Гоголя,Asic,AS gre-2748,28,1219568,505680.0
2021-06-01,2021,202106,на Гоголя,Asic,AS gre-2748,26,1124474,469560.0
2021-07-01,2021,202107,на Гоголя,Asic,AS gre-2748,28,1173956,505680.0
2021-08-01,2021,202108,на Гоголя,Asic,AS gre-2748,24,1026840,433440.0
2021-09-01,2021,202109,на Гоголя,Asic,AS gre-2748,25,1068900,451500.0
2021-10-01,2021,202110,на Гоголя,Asic,AS gre-2748,21,917721,379260.0
2021-11-01,2021,202111,на Гоголя,Asic,AS gre-2748,15,655605,270900.0
2021-12-01,2021,202112,на Гоголя,Asic,AS gre-2748,18,774864,325080.0
2022-01-01,2022,202201,на Гоголя,Asic,AS gre-2748,26,1123226,469560.0
2022-02-01,2022,202202,на Гоголя,Asic,AS gre-2748,16,690000,288960.0
2022-03-01,2022,202203,на Гоголя,Asic,AS gre-2748,13,555724,234780.0
2022-04-01,2022,202204,на Гоголя,Asic,AS gre-2748,24,1056984,433440.0
2022-05-01,2022,202205,на Гоголя,Asic,AS gre-2748,31,1371750,559860.0
2022-06-01,2022,202206,на Гоголя,Asic,AS gre-2748,29,1248276,523740.0
2022-07-01,2022,202207,на Гоголя,Asic,AS gre-2748,31,1310649,559860.0
2022-08-01,2022,202208,на Гоголя,Asic,AS gre-2748,26,1107886,469560.0
2022-09-01,2022,202209,на Гоголя,Asic,AS gre-2748,27,1167939,487620.0
2022-10-01,2022,202210,на Гоголя,Asic,AS gre-2748,23,990610,415380.0
2022-11-01,2022,202211,на Гоголя,Asic,AS gre-2748,16,691552,288960.0
2022-12-01,2022,202212,на Гоголя,Asic,AS gre-2748,20,855180,361200.0
2021-01-01,2021,202101,на Гоголя,Asic,AS earth-9544,21,616287,235200.0
2021-02-01,2021,202102,на Гоголя,Asic,AS earth-9544,14,407288,156800.0
2021-03-01,2021,202103,на Гоголя,Asic,AS earth-9544,11,318527,123200.0
2021-04-01,2021,202104,на Гоголя,Asic,AS earth-9544,20,595880,224000.0
2021-05-01,2021,202105,на Гоголя,Asic,AS earth-9544,25,756800,280000.0
2021-06-01,2021,202106,на Гоголя,Asic,AS earth-9544,24,695184,268800.0
2021-07-01,2021,202107,на Гоголя,Asic,AS earth-9544,25,697950,280000.0
2021-08-01,2021,202108,на Гоголя,Asic,AS earth-9544,21,597219,235200.0
2021-09-01,2021,202109,на Гоголя,Asic,AS earth-9544,23,658214,257600.0
2021-10-01,2021,202110,на Гоголя,Asic,AS earth-9544,19,550221,212800.0
2021-11-01,2021,202111,на Гоголя,Asic,AS earth-9544,14,412314,156800.0
2021-12-01,2021,202112,на Гоголя,Asic,AS earth-9544,16,469024,179200.0
2022-01-01,2022,202201,на Гоголя,Asic,AS earth-9544,23,668725,257600.0
2022-02-01,2022,202202,на Гоголя,Asic,AS earth-9544,15,435435,168000.0
2022-03-01,2022,202203,на Гоголя,Asic,AS earth-9544,12,347760,134400.0
2022-04-01,2022,202204,на Гоголя,Asic,AS earth-9544,22,662310,246400.0
2022-05-01,2022,202205,на Гоголя,Asic,AS earth-9544,28,837172,313600.0
2022-06-01,2022,202206,на Гоголя,Asic,AS earth-9544,26,755352,291200.0
2022-07-01,2022,202207,на Гоголя,Asic,AS earth-9544,28,775292,313600.0
2022-08-01,2022,202208,на Гоголя,Asic,AS earth-9544,23,661894,257600.0
2022-09-01,2022,202209,на Гоголя,Asic,AS earth-9544,25,729650,280000.0
2022-10-01,2022,202210,на Гоголя,Asic,AS earth-9544,21,617421,235200.0
2022-11-01,2022,202211,на Гоголя,Asic,AS earth-9544,15,440730,168000.0
2022-12-01,2022,202212,на Гоголя,Asic,AS earth-9544,18,504936,201600.0
2021-01-01,2021,202101,на Гоголя,Asic,AS ais-7331,27,1250424,680400.0000000001
2021-02-01,2021,202102,на Гоголя,Asic,AS ais-7331,17,791350,428400.00000000006
2021-03-01,2021,202103,на Гоголя,Asic,AS ais-7331,14,641466,352800.00000000006
2021-04-01,2021,202104,на Гоголя,Asic,AS ais-7331,25,1170150,630000.0000000001
2021-05-01,2021,202105,на Гоголя,Asic,AS ais-7331,32,1505568,806400.0000000001
2021-06-01,2021,202106,на Гоголя,Asic,AS ais-7331,30,1381290,756000.0000000001
2021-07-01,2021,202107,на Гоголя,Asic,AS ais-7331,32,1418464,806400.0000000001
2021-08-01,2021,202108,на Гоголя,Asic,AS ais-7331,27,1233927,680400.0000000001
2021-09-01,2021,202109,на Гоголя,Asic,AS ais-7331,29,1322458,730800.0000000001
2021-10-01,2021,202110,на Гоголя,Asic,AS ais-7331,24,1119144,604800.0000000001
2021-11-01,2021,202111,на Гоголя,Asic,AS ais-7331,17,791367,428400.00000000006
2021-12-01,2021,202112,на Гоголя,Asic,AS ais-7331,20,909260,504000.00000000006
2022-01-01,2022,202201,на Гоголя,Asic,AS ais-7331,30,1405110,756000.0000000001
2022-02-01,2022,202202,на Гоголя,Asic,AS ais-7331,19,883766,478800.00000000006
2022-03-01,2022,202203,на Гоголя,Asic,AS ais-7331,15,684060,378000.00000000006
2022-04-01,2022,202204,на Гоголя,Asic,AS ais-7331,28,1304408,705600.0000000001
2022-05-01,2022,202205,на Гоголя,Asic,AS ais-7331,35,1630370,882000.0000000001
2022-06-01,2022,202206,на Гоголя,Asic,AS ais-7331,33,1534698,831600.0000000001
2022-07-01,2022,202207,на Гоголя,Asic,AS ais-7331,35,1563170,882000.0000000001
2022-08-01,2022,202208,на Гоголя,Asic,AS ais-7331,30,1366050,756000.0000000001
2022-09-01,2022,202209,на Гоголя,Asic,AS ais-7331,31,1436757,781200.0000000001
2022-10-01,2022,202210,на Гоголя,Asic,AS ais-7331,26,1213108,655200.0000000001
2022-11-01,2022,202211,на Гоголя,Asic,AS ais-7331,19,873392,478800.00000000006
2022-12-01,2022,202212,на Гоголя,Asic,AS ais-7331,22,1002958,554400.0000000001
2021-01-01,2021,202101,на Гоголя,Asic,AS ice-2172,27,489969,257040.0
2021-02-01,2021,202102,на Гоголя,Asic,AS ice-2172,17,308550,161840.0
2021-03-01,2021,202103,на Гоголя,Asic,AS ice-2172,14,253652,133280.0
2021-04-01,2021,202104,на Гоголя,Asic,AS ice-2172,25,457325,238000.0
2021-05-01,2021,202105,на Гоголя,Asic,AS ice-2172,32,586240,304640.0
2021-06-01,2021,202106,на Гоголя,Asic,AS ice-2172,30,533100,285600.0
2021-07-01,2021,202107,на Гоголя,Asic,AS ice-2172,32,538656,304640.0
2021-08-01,2021,202108,на Гоголя,Asic,AS ice-2172,27,479493,257040.0
2021-09-01,2021,202109,на Гоголя,Asic,AS ice-2172,29,528496,276080.0
2021-10-01,2021,202110,на Гоголя,Asic,AS ice-2172,24,446112,228480.0
2021-11-01,2021,202111,на Гоголя,Asic,AS ice-2172,17,307972,161840.0
2021-12-01,2021,202112,на Гоголя,Asic,AS ice-2172,20,348000,190400.0
2022-01-01,2022,202201,на Гоголя,Asic,AS ice-2172,30,526680,285600.0
2022-02-01,2022,202202,на Гоголя,Asic,AS ice-2172,19,343197,180880.0
2022-03-01,2022,202203,на Гоголя,Asic,AS ice-2172,15,260820,142800.0
2022-04-01,2022,202204,на Гоголя,Asic,AS ice-2172,28,518392,266560.0
2022-05-01,2022,202205,на Гоголя,Asic,AS ice-2172,35,651525,333200.0
2022-06-01,2022,202206,на Гоголя,Asic,AS ice-2172,33,608652,314160.0
2022-07-01,2022,202207,на Гоголя,Asic,AS ice-2172,35,584360,333200.0
2022-08-01,2022,202208,на Гоголя,Asic,AS ice-2172,30,527310,285600.0
2022-09-01,2022,202209,на Гоголя,Asic,AS ice-2172,31,572446,295120.0
2022-10-01,2022,202210,на Гоголя,Asic,AS ice-2172,26,480584,247520.0
2022-11-01,2022,202211,на Гоголя,Asic,AS ice-2172,19,351063,180880.0
2022-12-01,2022,202212,на Гоголя,Asic,AS ice-2172,22,384736,209440.0
2021-01-01,2021,202101,на Гоголя,Asic,AS ai-7676,22,875842,360360.0
2021-02-01,2021,202102,на Гоголя,Asic,AS ai-7676,14,561274,229320.0
2021-03-01,2021,202103,на Гоголя,Asic,AS ai-7676,11,436711,180180.0
2021-04-01,2021,202104,на Гоголя,Asic,AS ai-7676,20,818680,327600.0
2021-05-01,2021,202105,на Гоголя,Asic,AS ai-7676,26,1055002,425880.0
2021-06-01,2021,202106,на Гоголя,Asic,AS ai-7676,24,970224,393120.0
2021-07-01,2021,202107,на Гоголя,Asic,AS ai-7676,26,1006954,425880.0
2021-08-01,2021,202108,на Гоголя,Asic,AS ai-7676,22,872344,360360.0
2021-09-01,2021,202109,на Гоголя,Asic,AS ai-7676,23,904728,376740.0
2021-10-01,2021,202110,на Гоголя,Asic,AS ai-7676,19,761482,311220.0
2021-11-01,2021,202111,на Гоголя,Asic,AS ai-7676,14,567532,229320.0
2021-12-01,2021,202112,на Гоголя,Asic,AS ai-7676,16,626400,262080.0
2022-01-01,2022,202201,на Гоголя,Asic,AS ai-7676,24,964320,393120.0
2022-02-01,2022,202202,на Гоголя,Asic,AS ai-7676,15,609420,245700.0
2022-03-01,2022,202203,на Гоголя,Asic,AS ai-7676,12,475716,196560.0
2022-04-01,2022,202204,на Гоголя,Asic,AS ai-7676,22,904486,360360.0
2022-05-01,2022,202205,на Гоголя,Asic,AS ai-7676,28,1147748,458640.0
2022-06-01,2022,202206,на Гоголя,Asic,AS ai-7676,27,1094661,442260.0
2022-07-01,2022,202207,на Гоголя,Asic,AS ai-7676,28,1082788,458640.0
2022-08-01,2022,202208,на Гоголя,Asic,AS ai-7676,24,959592,393120.0
2022-09-01,2022,202209,на Гоголя,Asic,AS ai-7676,25,999825,409500.0
2022-10-01,2022,202210,на Гоголя,Asic,AS ai-7676,21,841407,343980.0
2022-11-01,2022,202211,на Гоголя,Asic,AS ai-7676,15,613530,245700.0
2022-12-01,2022,202212,на Гоголя,Asic,AS ai-7676,18,719712,294840.0
2021-01-01,2021,202101,на Гоголя,Gunverse,GU air-3053,66,409134,151800.0
2021-02-01,2021,202102,на Гоголя,Gunverse,GU air-3053,42,290514,96600.0
2021-03-01,2021,202103,на Гоголя,Gunverse,GU air-3053,33,176385,75900.0
2021-04-01,2021,202104,на Гоголя,Gunverse,GU air-3053,62,385020,142600.0
2021-05-01,2021,202105,на Гоголя,Gunverse,GU air-3053,79,540123,181700.0
2021-06-01,2021,202106,на Гоголя,Gunverse,GU air-3053,75,479325,172500.0
2021-07-01,2021,202107,на Гоголя,Gunverse,GU air-3053,79,416014,181700.0
2021-08-01,2021,202108,на Гоголя,Gunverse,GU air-3053,66,357720,151800.0
2021-09-01,2021,202109,на Гоголя,Gunverse,GU air-3053,71,426994,163300.0
2021-10-01,2021,202110,на Гоголя,Gunverse,GU air-3053,58,386512,133400.0
2021-11-01,2021,202111,на Гоголя,Gunverse,GU air-3053,42,243054,96600.0
2021-12-01,2021,202112,на Гоголя,Gunverse,GU air-3053,50,277600,115000.0
2022-01-01,2022,202201,на Гоголя,Gunverse,GU air-3053,73,444935,167900.0
2022-02-01,2022,202202,на Гоголя,Gunverse,GU air-3053,46,273976,105800.0
2022-03-01,2022,202203,на Гоголя,Gunverse,GU air-3053,37,230658,85100.0
2022-04-01,2022,202204,на Гоголя,Gunverse,GU air-3053,68,435608,156400.0
2022-05-01,2022,202205,на Гоголя,Gunverse,GU air-3053,87,603432,200100.0
2022-06-01,2022,202206,на Гоголя,Gunverse,GU air-3053,82,530048,188600.0
2022-07-01,2022,202207,на Гоголя,Gunverse,GU air-3053,87,414207,200100.0
2022-08-01,2022,202208,на Гоголя,Gunverse,GU air-3053,73,453476,167900.0
2022-09-01,2022,202209,на Гоголя,Gunverse,GU air-3053,78,461058,179400.0
2022-10-01,2022,202210,на Гоголя,Gunverse,GU air-3053,64,411648,147200.0
2022-11-01,2022,202211,на Гоголя,Gunverse,GU air-3053,46,295228,105800.0
2022-12-01,2022,202212,на Гоголя,Gunverse,GU air-3053,55,318065,126500.0
2021-01-01,2021,202101,на Гоголя,Gunverse,GU grou-6409,59,625695,238950.0
2021-02-01,2021,202102,на Гоголя,Gunverse,GU grou-6409,37,381877,149850.0
2021-03-01,2021,202103,на Гоголя,Gunverse,GU grou-6409,30,306390,121500.0
2021-04-01,2021,202104,на Гоголя,Gunverse,GU grou-6409,55,613965,222750.0
2021-05-01,2021,202105,на Гоголя,Gunverse,GU grou-6409,70,801080,283500.0
2021-06-01,2021,202106,на Гоголя,Gunverse,GU grou-6409,66,692406,267300.0
2021-07-01,2021,202107,на Гоголя,Gunverse,GU grou-6409,70,630210,283500.0
2021-08-01,2021,202108,на Гоголя,Gunverse,GU grou-6409,59,582625,238950.0
2021-09-01,2021,202109,на Гоголя,Gunverse,GU grou-6409,62,594022,251100.0
2021-10-01,2021,202110,на Гоголя,Gunverse,GU grou-6409,51,498474,206550.0
2021-11-01,2021,202111,на Гоголя,Gunverse,GU grou-6409,37,373256,149850.0
2021-12-01,2021,202112,на Гоголя,Gunverse,GU grou-6409,44,412148,178200.0
2022-01-01,2022,202201,на Гоголя,Gunverse,GU grou-6409,65,624455,263250.0
2022-02-01,2022,202202,на Гоголя,Gunverse,GU grou-6409,41,422792,166050.0
2022-03-01,2022,202203,на Гоголя,Gunverse,GU grou-6409,33,331419,133650.0
2022-04-01,2022,202204,на Гоголя,Gunverse,GU grou-6409,61,652822,247050.0
2022-05-01,2022,202205,на Гоголя,Gunverse,GU grou-6409,77,837144,311850.0
2022-06-01,2022,202206,на Гоголя,Gunverse,GU grou-6409,73,780735,295650.0
2022-07-01,2022,202207,на Гоголя,Gunverse,GU grou-6409,77,633171,311850.0
2022-08-01,2022,202208,на Гоголя,Gunverse,GU grou-6409,65,604500,263250.0
2022-09-01,2022,202209,на Гоголя,Gunverse,GU grou-6409,69,658743,279450.0
2022-10-01,2022,202210,на Гоголя,Gunverse,GU grou-6409,57,583737,230850.0
2022-11-01,2022,202211,на Гоголя,Gunverse,GU grou-6409,41,410984,166050.0
2022-12-01,2022,202212,на Гоголя,Gunverse,GU grou-6409,49,461727,198450.0
2021-01-01,2021,202101,на Гоголя,Gunverse,GU gre-2865,66,562782,263339.99999999994
2021-02-01,2021,202102,на Гоголя,Gunverse,GU gre-2865,42,365946,167579.99999999997
2021-03-01,2021,202103,на Гоголя,Gunverse,GU gre-2865,33,262911,131669.99999999997
2021-04-01,2021,202104,на Гоголя,Gunverse,GU gre-2865,62,542810,247379.99999999997
2021-05-01,2021,202105,на Гоголя,Gunverse,GU gre-2865,79,662652,315209.99999999994
2021-06-01,2021,202106,на Гоголя,Gunverse,GU gre-2865,75,644175,299249.99999999994
